"id","latitude","longitude","track_id","time"
564,-10.943777190711,-37.052344205956,8,"2014-09-26 15:26:53"
570,-10.943910549651,-37.052795823447,8,"2014-09-26 15:27:25"
574,-10.943885061041,-37.052728631158,8,"2014-09-26 15:27:48"
576,-10.943892893528,-37.052740047748,8,"2014-09-26 15:27:59"
577,-10.9439352657,-37.052591642548,8,"2014-09-26 15:28:04"
578,-10.944010997263,-37.052255722153,8,"2014-09-26 15:28:09"
579,-10.944144568513,-37.051851489537,8,"2014-09-26 15:28:15"
580,-10.944311718814,-37.051432500872,8,"2014-09-26 15:28:21"
581,-10.944910927413,-37.05115329296,8,"2014-09-26 15:28:26"
583,-10.946398023747,-37.051111786624,8,"2014-09-26 15:28:37"
584,-10.93485197,-37.11437566,10,"2014-09-27 08:58:22"
586,-10.93490567,-37.11436008,10,"2014-09-27 08:58:32"
587,-10.9045158,-37.0607683,11,"2014-09-28 17:19:22"
589,-10.9069758,-37.0617381,11,"2014-09-28 17:20:09"
590,-10.9074139,-37.0617585,11,"2014-09-28 17:20:28"
591,-10.90991479,-37.06368091,11,"2014-09-28 17:20:47"
592,-10.91037043,-37.0638204,11,"2014-09-28 17:20:53"
593,-10.91039719,-37.06384897,11,"2014-09-28 17:20:58"
594,-10.91038495,-37.06386146,11,"2014-09-28 17:21:03"
595,-10.9104572,-37.0636817,11,"2014-09-28 17:21:09"
598,-10.91038564,-37.06386298,11,"2014-09-28 17:21:24"
606,-10.910262,-37.0636226,11,"2014-09-28 17:22:08"
607,-10.9105103,-37.06415119,11,"2014-09-28 17:22:13"
608,-10.91037788,-37.06479622,11,"2014-09-28 17:22:19"
609,-10.91038532,-37.06537071,11,"2014-09-28 17:22:24"
610,-10.9104725,-37.0649185,11,"2014-09-28 17:22:29"
611,-10.9104264,-37.06620457,11,"2014-09-28 17:22:35"
612,-10.91040452,-37.06645781,11,"2014-09-28 17:22:41"
613,-10.91038959,-37.06645684,11,"2014-09-28 17:22:46"
614,-10.91043627,-37.06645663,11,"2014-09-28 17:22:52"
615,-10.91044507,-37.06629409,11,"2014-09-28 17:22:58"
616,-10.91042012,-37.06624318,11,"2014-09-28 17:23:04"
617,-10.91038071,-37.06631469,11,"2014-09-28 17:23:09"
618,-10.91039497,-37.06640927,11,"2014-09-28 17:23:15"
619,-10.91041107,-37.06643778,11,"2014-09-28 17:23:20"
620,-10.91040914,-37.06642076,11,"2014-09-28 17:23:26"
622,-10.91039716,-37.06647979,11,"2014-09-28 17:23:38"
623,-10.91041009,-37.06653662,11,"2014-09-28 17:23:43"
625,-10.91044148,-37.06646283,11,"2014-09-28 17:23:54"
627,-10.91033576,-37.06699685,11,"2014-09-28 17:24:05"
628,-10.91027397,-37.06750909,11,"2014-09-28 17:24:10"
629,-10.91024523,-37.06806038,11,"2014-09-28 17:24:16"
630,-10.91004311,-37.06880422,11,"2014-09-28 17:24:21"
631,-10.9099356,-37.06941915,11,"2014-09-28 17:24:27"
632,-10.90989355,-37.07009898,11,"2014-09-28 17:24:33"
634,-10.90976656,-37.07119258,11,"2014-09-28 17:24:43"
635,-10.9104811,-37.0679174,11,"2014-09-28 17:24:48"
636,-10.90969177,-37.07241256,11,"2014-09-28 17:24:54"
637,-10.90949516,-37.07304451,11,"2014-09-28 17:24:59"
638,-10.90940338,-37.07327577,11,"2014-09-28 17:25:04"
639,-10.90916893,-37.0732941,11,"2014-09-28 17:25:10"
640,-10.90881333,-37.07322475,11,"2014-09-28 17:25:15"
641,-10.90846584,-37.07312168,11,"2014-09-28 17:25:21"
643,-10.90772421,-37.07302481,11,"2014-09-28 17:25:31"
644,-10.90769975,-37.07298464,11,"2014-09-28 17:25:36"
645,-10.90769193,-37.07305305,11,"2014-09-28 17:25:42"
646,-10.90777704,-37.07306954,11,"2014-09-28 17:25:47"
647,-10.90784553,-37.07307409,11,"2014-09-28 17:25:53"
648,-10.90775859,-37.07305427,11,"2014-09-28 17:25:59"
653,-10.90786645,-37.07306475,11,"2014-09-28 17:26:28"
665,-10.90781191,-37.07316389,11,"2014-09-28 17:27:33"
666,-10.90763736,-37.07323866,11,"2014-09-28 17:27:39"
668,-10.90766496,-37.07315978,11,"2014-09-28 17:27:49"
673,-10.90768705,-37.07315616,11,"2014-09-28 17:28:16"
675,-10.9076254,-37.0730556,11,"2014-09-28 17:28:31"
676,-10.9077563,-37.0732638,11,"2014-09-28 17:28:50"
686,-10.90767455,-37.07316693,11,"2014-09-28 17:32:07"
692,-10.90766085,-37.07319762,11,"2014-09-28 17:32:39"
693,-10.90774715,-37.07319651,11,"2014-09-28 17:32:44"
694,-10.9077167,-37.0732121,11,"2014-09-28 17:32:50"
695,-10.90542032,-37.04819449,12,"2014-09-30 10:07:32"
696,-10.90688266,-37.04819138,12,"2014-09-30 10:07:43"
697,-10.90782693,-37.04809851,12,"2014-09-30 10:07:54"
703,-10.90873292,-37.04809098,12,"2014-09-30 10:08:56"
704,-10.90881375,-37.04875819,12,"2014-09-30 10:09:07"
705,-10.90879913,-37.04899125,12,"2014-09-30 10:09:18"
706,-10.90881853,-37.04935399,12,"2014-09-30 10:09:29"
708,-10.90885085,-37.0512062,12,"2014-09-30 10:09:50"
709,-10.90885896,-37.05223934,13,"2014-09-30 10:16:20"
710,-10.90887542,-37.05237009,13,"2014-09-30 10:16:30"
711,-10.90888581,-37.05236599,13,"2014-09-30 10:16:41"
718,-10.90888031,-37.05238124,13,"2014-09-30 10:17:53"
719,-10.90901423,-37.05261118,13,"2014-09-30 10:18:03"
720,-10.90985044,-37.05264657,13,"2014-09-30 10:18:14"
721,-10.9107936,-37.05260385,13,"2014-09-30 10:18:25"
722,-10.91128793,-37.05269182,13,"2014-09-30 10:18:36"
723,-10.91130952,-37.05271182,13,"2014-09-30 10:18:47"
728,-10.91178154,-37.05270394,13,"2014-09-30 10:19:39"
729,-10.91236017,-37.05273264,13,"2014-09-30 10:19:49"
731,-10.91241785,-37.05269624,13,"2014-09-30 10:20:10"
735,-10.91292392,-37.05277988,13,"2014-09-30 10:20:52"
738,-10.91495188,-37.05273417,13,"2014-09-30 10:21:24"
739,-10.91496974,-37.05215649,13,"2014-09-30 10:21:34"
741,-10.91497338,-37.05058764,13,"2014-09-30 10:21:55"
744,-10.91495289,-37.04837212,13,"2014-09-30 10:22:27"
745,-10.91492666,-37.04793266,13,"2014-09-30 10:22:37"
746,-10.9154707,-37.04776878,13,"2014-09-30 10:22:48"
747,-10.9164315,-37.04755438,13,"2014-09-30 10:22:58"
748,-10.91754675,-37.04716886,13,"2014-09-30 10:23:09"
749,-10.91769218,-37.04709118,13,"2014-09-30 10:23:19"
750,-10.91810692,-37.0469302,13,"2014-09-30 10:23:30"
751,-10.91830395,-37.0470265,13,"2014-09-30 10:23:40"
753,-10.9183291,-37.04789938,13,"2014-09-30 10:24:01"
754,-10.91833195,-37.04793058,13,"2014-09-30 10:24:11"
755,-10.91834546,-37.04793107,13,"2014-09-30 10:24:22"
758,-10.91834766,-37.04877383,13,"2014-09-30 10:24:54"
760,-10.91838436,-37.04879317,13,"2014-09-30 10:25:16"
762,-10.9183568,-37.04934469,13,"2014-09-30 10:25:37"
763,-10.91837932,-37.04946533,13,"2014-09-30 10:25:47"
764,-10.91840019,-37.04948704,13,"2014-09-30 10:25:57"
768,-10.91844653,-37.05104291,13,"2014-09-30 10:26:40"
770,-10.91840768,-37.05230779,13,"2014-09-30 10:27:01"
771,-10.91838656,-37.05247549,13,"2014-09-30 10:27:11"
773,-10.91839752,-37.0524812,13,"2014-09-30 10:27:32"
776,-10.91842085,-37.05350222,13,"2014-09-30 10:28:04"
777,-10.91844609,-37.05396258,13,"2014-09-30 10:28:15"
782,-10.91842443,-37.0544715,13,"2014-09-30 10:29:08"
783,-10.91849376,-37.05466126,13,"2014-09-30 10:29:19"
784,-10.91845835,-37.05466794,13,"2014-09-30 10:29:29"
787,-10.91850948,-37.0554206,13,"2014-09-30 10:30:01"
788,-10.91847707,-37.05563209,13,"2014-09-30 10:30:11"
790,-10.91848739,-37.05660023,13,"2014-09-30 10:30:32"
791,-10.91851866,-37.05669263,13,"2014-09-30 10:30:43"
792,-10.91852299,-37.05686276,13,"2014-09-30 10:30:54"
793,-10.91846154,-37.05698656,13,"2014-09-30 10:31:05"
796,-10.91843657,-37.05699116,13,"2014-09-30 10:31:37"
797,-10.91842257,-37.05705144,13,"2014-09-30 10:31:50"
798,-10.91849069,-37.05770009,13,"2014-09-30 10:32:01"
799,-10.91848882,-37.05861348,13,"2014-09-30 10:32:11"
801,-10.91844748,-37.05883368,13,"2014-09-30 10:32:32"
802,-10.91847247,-37.05965045,13,"2014-09-30 10:32:43"
803,-10.91859661,-37.06049115,13,"2014-09-30 10:32:53"
804,-10.91856505,-37.06149714,13,"2014-09-30 10:33:04"
805,-10.91869476,-37.06279455,13,"2014-09-30 10:33:14"
815,-10.91855532,-37.0645434,13,"2014-09-30 10:35:00"
817,-10.91866141,-37.06580983,13,"2014-09-30 10:35:22"
819,-10.91867941,-37.06713852,13,"2014-09-30 10:35:43"
820,-10.91868266,-37.06809659,13,"2014-09-30 10:35:53"
821,-10.91863953,-37.06822028,13,"2014-09-30 10:36:05"
824,-10.91867849,-37.06859656,13,"2014-09-30 10:36:37"
826,-10.91865205,-37.06996072,13,"2014-09-30 10:36:58"
827,-10.91859789,-37.07080823,13,"2014-09-30 10:37:09"
828,-10.91863396,-37.07076615,13,"2014-09-30 10:37:20"
833,-10.91835186,-37.0724233,13,"2014-09-30 10:38:14"
835,-10.91831338,-37.07322569,13,"2014-09-30 10:38:35"
837,-10.91832067,-37.07348685,13,"2014-09-30 10:38:57"
842,-10.91830293,-37.07403445,13,"2014-09-30 10:39:49"
844,-10.91831836,-37.07419686,13,"2014-09-30 10:40:11"
850,-10.91832977,-37.07419536,13,"2014-09-30 10:41:13"
852,-10.91831282,-37.07518683,13,"2014-09-30 10:41:35"
853,-10.91833099,-37.07639977,13,"2014-09-30 10:41:45"
854,-10.91840824,-37.0777744,13,"2014-09-30 10:41:55"
855,-10.91849951,-37.07861672,13,"2014-09-30 10:42:05"
856,-10.91845452,-37.07862479,13,"2014-09-30 10:42:16"
857,-10.91848634,-37.07914864,13,"2014-09-30 10:42:26"
858,-10.91857345,-37.0800367,13,"2014-09-30 10:42:36"
859,-10.91862898,-37.0811015,13,"2014-09-30 10:42:47"
860,-10.91859219,-37.08148031,13,"2014-09-30 10:42:57"
862,-10.91871241,-37.08309159,13,"2014-09-30 10:43:18"
863,-10.91886331,-37.08459254,13,"2014-09-30 10:43:29"
864,-10.91930283,-37.08603994,13,"2014-09-30 10:43:40"
866,-10.92013428,-37.08829363,13,"2014-09-30 10:44:00"
867,-10.92030583,-37.08884993,13,"2014-09-30 10:44:11"
868,-10.92032012,-37.08970807,13,"2014-09-30 10:44:22"
869,-10.92088373,-37.09034097,13,"2014-09-30 10:44:32"
872,-10.92215114,-37.0937036,13,"2014-09-30 10:45:02"
874,-10.92231795,-37.09408497,13,"2014-09-30 10:45:23"
875,-10.92260962,-37.09483125,13,"2014-09-30 10:45:34"
876,-10.92274161,-37.09607361,13,"2014-09-30 10:45:44"
878,-10.92191838,-37.09877962,13,"2014-09-30 10:46:04"
880,-10.92136317,-37.10019156,13,"2014-09-30 10:46:26"
881,-10.92128902,-37.10063571,13,"2014-09-30 10:46:36"
882,-10.92126559,-37.10172765,13,"2014-09-30 10:46:47"
883,-10.92135036,-37.10325494,13,"2014-09-30 10:46:58"
884,-10.92123861,-37.1046231,13,"2014-09-30 10:47:08"
885,-10.92183621,-37.10517821,13,"2014-09-30 10:47:19"
887,-10.92372149,-37.1051285,13,"2014-09-30 10:47:40"
888,-10.92376114,-37.10506548,13,"2014-09-30 10:47:51"
889,-10.89686935,-37.05346637,14,"2014-10-08 10:20:38"
890,-10.91084681,-37.07166612,16,"2014-10-08 13:40:32"
897,-10.91108778,-37.07134133,16,"2014-10-08 13:41:13"
898,-10.91101406,-37.07097936,16,"2014-10-08 13:41:18"
899,-10.91106469,-37.07039257,16,"2014-10-08 13:41:24"
900,-10.91116368,-37.06980669,16,"2014-10-08 13:41:30"
901,-10.9112987,-37.06916358,16,"2014-10-08 13:41:36"
903,-10.91139371,-37.06808087,16,"2014-10-08 13:41:47"
905,-10.91140065,-37.06747087,16,"2014-10-08 13:41:59"
907,-10.91151886,-37.0668637,16,"2014-10-08 13:42:10"
908,-10.91146682,-37.06645663,16,"2014-10-08 13:42:15"
911,-10.91143917,-37.0650615,16,"2014-10-08 13:42:31"
913,-10.9113822,-37.06471988,16,"2014-10-08 13:42:41"
914,-10.91137874,-37.06437949,16,"2014-10-08 13:42:46"
915,-10.91128405,-37.06416269,16,"2014-10-08 13:42:52"
916,-10.91106123,-37.06400982,16,"2014-10-08 13:42:57"
917,-10.9107417,-37.06391896,16,"2014-10-08 13:43:03"
918,-10.91070748,-37.06374787,16,"2014-10-08 13:43:08"
922,-10.91069017,-37.06379778,16,"2014-10-08 13:43:32"
926,-10.91065149,-37.0638275,16,"2014-10-08 13:43:53"
928,-10.91003268,-37.06359161,16,"2014-10-08 13:44:04"
929,-10.90954249,-37.06323076,16,"2014-10-08 13:44:09"
930,-10.90905153,-37.06283556,16,"2014-10-08 13:44:14"
932,-10.90788971,-37.06204795,16,"2014-10-08 13:44:25"
933,-10.90737506,-37.0616739,16,"2014-10-08 13:44:30"
934,-10.90701436,-37.06134047,16,"2014-10-08 13:44:36"
935,-10.90681351,-37.06104878,16,"2014-10-08 13:44:41"
937,-10.90677751,-37.06104718,16,"2014-10-08 13:44:52"
938,-10.9066537,-37.06097462,16,"2014-10-08 13:44:58"
939,-10.90641888,-37.06108662,16,"2014-10-08 13:45:03"
940,-10.90608072,-37.06102893,16,"2014-10-08 13:45:09"
941,-10.90580368,-37.06088867,16,"2014-10-08 13:45:15"
942,-10.90569895,-37.06080945,16,"2014-10-08 13:45:20"
